fec.gov
title,Two Year Summary
description,2008 Other Committees Contributions
timestamp,Mon Mar 07 05:50:24 GMT 2016
copyright,"Copyright 2012, Federal Election Commission."
cand_id,P00003392
cand_nm,CLINTON, HILLARY RODHAM
"Contributor Name","Description","City","State","Zip","Receipt Date","Amount","Memo Code","Report Type","Report Year","Image Number","Transaction Code","Other Id","Candidate Id","Transaction PGI",
"CITIZENS FINANCIAL GROUP, INC POLITICAL COMMITTEE","","PROVIDENCE","RI","02903","12/31/2007","$2,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912706","18K","C00307249","","G",
"CITIZENS FOR A BETTER WESTSIDE","PERMISSIBLE FUNDS","CHICAGO","IL","60639","02/29/2008","$500.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471917","","","","P",
"CITIZENS FOR AMENT","PERMISSIBLE FUNDS","MILWAUKEE","WI","53202","02/29/2008","$1,000.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471918","","","","P",
"CITIZENS FOR BERNARD A CARTER","REFUND NEXT PERIOD","HIGHLAND","IN","46322","12/28/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912706","","","","P",
"CITIZENS FOR CATHERINE BAKER KNOLL","PERMISSIBLE FUNDS","CAMP HILL","PA","17001","12/21/2007","$500.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912706","","","","P",
"CITIZENS FOR DOMINGUEZ","PERMISSIBLE FUNDS","CROWN POINT","IN","46308","12/28/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912707","","","","P",
"CITIZENS FOR ED PRIETO","PERMISSIBLE FUNDS","WOODLAND","CA","95776","10/31/2007","$500.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912707","","","","P",
"CITIZENS FOR GOOD GOVERNMENT","PERMISSIBLE FUNDS","FAIRFIELD","NJ","07004","12/31/2007","$200.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912707","","","","P",
"CITIZENS FOR LONGO","PERMISSIBLE FUNDS","GARFIELD HEIGHTS","OH","44125","02/29/2008","$1,000.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471918","","","","P",
"CJ PAC","","PHILADELPHIA","PA","19102","06/30/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240934","18K","C00403014","","P",
"CJ PAC","PERMISSABLE FUNDS","PHILADELPHIA","PA","19102","03/29/2007","$1,000.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555685","18K","C00403014","","P",
"CJ PAC-FEDERAL","","PHILADELPHIA","PA","19102","09/21/2007","$300.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526315","18K","C00403014","","P",
"CLARKE FOR CONGRESS","","BROOKLYN","NY","11225","12/31/2007","$500.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912708","18K","C00415331","H4NY11138","P",
"CLIFFSIDE PARK DEMOCRATIC CAMPAIGN COMMITTEE","PERMISSIBLE FUNDS","CLIFFSIDE PARK","NJ","07010","03/18/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181714","","","","P",
"COCA-COLA ENTERPRISES INC. EMPLOYEES PAC","","ATLANTA","GA","31139","05/29/2007","$5,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240935","18K","C00250134","","P",
"COMM TO ELECT THERESE MURRAY","PERMISSIBLE FUNDS","PLYMOUTH","MA","02360","03/18/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181714","","","","P",
"COMM TO ELECT THERESE MURRAY","PERMISSIBLE FUNDS","PLYMOUTH","MA","02360","10/24/2007","$500.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912708","","","","P",
"COMMITEE TO ELECT FRANCK C BERGMAN","PERMISSIBLE FUNDS","CAHOKIA","IL","62206","07/24/2007","$100.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526315","","","","P",
"COMMITEE TO ELECT LIDA HARKINS","PERMISSABLE FUNDS","NEEDHAM","MA","02494","02/01/2007","$100.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555686","","","","P",
"COMMITEE TO ELECT LIDA HARKINS","PERMISSABLE FUNDS","NEEDHAM","MA","02494","03/31/2007","$1,000.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555686","","","","P",
"COMMITTE FOR RESTORING CONFIDENCE","","WASHINGTON","DC","20003","10/13/2008","$1,000.00","","M11","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28993139488","18K","C00448316","","P",
"COMMITTE ON LETTER CARRIERS POLITICAL EDUCATION","","WASHINGTON","DC","20001","09/30/2008","$4,454.00","","M10","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28933621647","18K","C00023580","","P",
"COMMITTE TO ELECT JAMES CECILE","PERMISSIBLE FUNDS","LIVERPOOL","NY","13090","05/23/2007","$500.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240935","","","","P",
"COMMITTE TO RE-ELECT ROBERT A ANTONIONI","PERMISSIBLE FUNDS","LEOMINSTER","MA","01453","05/15/2008","$1,000.00","","M6","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28932074707","","","","P",
"COMMITTE TO RE-ELECT ROMAN PREZIOSO","PERMISSIBLE FUNDS","FAIRMONT","WV","26554","09/18/2007","$250.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526316","","","","P",
"COMMITTEE FOR EFFICIENCY IN GOVERNMENT","PERMISSIBLE FUNDS","HOBOKEN","NJ","07030","12/28/2007","$200.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912708","","","","P",
"COMMITTEE FOR JOHN AGUILERA STATE REPRESENTATIVE","PERMISSIBLE FUNDS","EAST CHICAGO","IN","46312","10/19/2007","$75.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912709","","","","P",
"COMMITTEE FOR LEADERSHIP AND PROGRESS","","BETHESDA","MD","20824","09/30/2007","$5,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526316","18K","C00366666","","P",
"COMMITTEE FOR RESPONSIVE GOVERNMENT","","CRANFORD","NJ","07016","06/25/2007","$100.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240935","","","","P",
"COMMITTEE FOR RESPONSIVE GOVERNMENT","PERMISSIBLE FUNDS","CRANFORD","NJ","07016","09/26/2007","$900.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526316","","","","P",
"COMMITTEE FOR RESPONSIVE GOVERNMENT","PERMISSIBLE FUNDS","CRANFORD","NJ","07016","03/11/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181715","","C00306258","","P",
"COMMITTEE TO ELECT   STEVEN A TOLMAN","PERMISSIBLE FUNDS","BRIGHTON","MA","02135","03/18/2008","$500.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181715","","","","P",
"COMMITTEE TO ELECT  MARSICO","PERMISSIBLE FUNDS","CANFIELD","OH","44406","03/18/2008","$500.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181715","","","","P",
"COMMITTEE TO ELECT  STEVEN PANAGIOTAKOS","PERMISSIBLE FUNDS","LOWELL","MA","01851","03/18/2008","$500.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181716","","","","P",
"COMMITTEE TO ELECT  STEVEN PANAGIOTAKOS","PERMISSIBLE FUNDS","LOWELL","MA","01851","03/18/2008","$200.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181716","","","","P",
"COMMITTEE TO ELECT ANNA THRONE-HOLST","PERMISSIBLE FUNDS","SAG HARBOR","NY","11963","09/18/2007","$250.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526317","","","","P",
"COMMITTEE TO ELECT BOB HAVERN","PERMISSIBLE FUNDS","ARLINGTON","MA","02476","09/26/2007","$1,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526317","","","","P",
"COMMITTEE TO ELECT CORY ATKINS","PERMISSIBLE FUNDS","CONCORD","MA","01742","01/31/2008","$500.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978627","","","","P",
"COMMITTEE TO ELECT CRAIG BROWN","PERMISSIBLE FUNDS","SALEM","OH","44460","05/17/2007","$250.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240936","","","","P",
"COMMITTEE TO ELECT CYNTHIA S CREEM","PERMISSIBLE FUNDS","NEWTON","MA","02458","06/11/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240936","","","","P",
"COMMITTEE TO ELECT DANIEL BOSLEY","PERMISSIBLE FUNDS","NORTH ADAMS","MA","01247","12/12/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912709","","","","P",
"COMMITTEE TO ELECT EDWARD M AUGUSTUS JR","PERMISSIBLE FUNDS","WORCESTER","MA","01613","05/23/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240936","","","","P",
"COMMITTEE TO ELECT FRANK FORCHIONE FOR JUDGE","PERMISSIBLE FUNDS","CANTON","OH","44705","02/29/2008","$30.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471918","","","","P",
"COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","","FRESH MEADOWS","NY","11365","06/22/2007","$2,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240937","18K","C00165241","H4NY07011","G",
"COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","","FRESH MEADOWS","NY","11365","06/22/2007","$2,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240937","18K","C00165241","H4NY07011","P",
"COMMITTEE TO ELECT GERI CREEDON","PERMISSIBLE FUNDS","BROCKTON","MA","02301","09/26/2007","$1,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526317","","","","P",
"COMMITTEE TO ELECT JAMES H FAGAN","PERMISSIBLE FUNDS","TAUNTON","MA","02780","12/12/2007","$100.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912709","","","","P",
"COMMITTEE TO ELECT JEFF STARK","PERMISSIBLE FUNDS","AMSTERDAM","NY","12010","02/29/2008","$50.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471919","","","","P",
"COMMITTEE TO ELECT JOHN HEILMAN","PERMISSIBLE FUNDS","WEST HOLLYWOOD","CA","90069","12/19/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912710","","","","P",
"COMMITTEE TO ELECT JOSEPH E SINNOTT","PERMISSIBLE FUNDS","ERIE","PA","16508","04/25/2008","$1,000.00","","M5","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991138857","","","","P",
"COMMITTEE TO ELECT K BROWN","PERMISSIBLE FUNDS","CLIFTON","NJ","07011","12/06/2007","$75.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912710","","","","P",
"COMMITTEE TO ELECT K. BROWN","PERMISSIBLE FUNDS","PATERSON","NJ","07503","06/30/2007","$250.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240937","","","","P",
"COMMITTEE TO ELECT KAY CASHION COMMISIONER","REFUND THIS PERIOD","GREENSBORO","NC","27403","10/26/2007","$100.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912710","","","","P",
"COMMITTEE TO ELECT KEVIN G HONAN","PERMISSIBLE FUNDS","BRIGHTON","MA","02135","09/26/2007","$1,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526318","","","","P",
"COMMITTEE TO ELECT KEVIN G HONAN","PERMISSIBLE FUNDS","BRIGHTON","MA","02135","12/21/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912711","","","","P",
"COMMITTEE TO ELECT LARRY S BULMAN","PERMISSIBLE FUNDS","SOUTH GLENS FALLS","NY","12803","09/25/2007","$100.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526318","","","","P",
"COMMITTEE TO ELECT LOU RAPTAKIS","PERMISSIBLE FUNDS","COVENTRY","RI","02816","11/30/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912711","","","","P",
"COMMITTEE TO ELECT LYNNE ABRAHAM","PERMISSIBLE FUNDS","PHILADELPHIA","PA","19103","10/22/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912711","","","","P",
"COMMITTEE TO ELECT MARIE ST FLEUR","PERMISSIBLE FUNDS","UPHAMS CORNER","MA","02125","01/31/2008","$500.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978627","","","","P",
"COMMITTEE TO ELECT MARIE ST FLEUR","","UPHAMS CORNER","MA","02125","09/30/2008","$500.00","","M10","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28933621647","15","","","P",
"COMMITTEE TO ELECT MARIE ST FLEUR","","UPHAMS CORNER","MA","02125","09/30/2008","$500.00","","M10","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28933621648","15","","","P",
"COMMITTEE TO ELECT MARTIN J WALSH","PERMISSIBLE FUNDS","DORCHESTER","MA","02125","01/31/2008","$1,000.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978628","","","","P",
"COMMITTEE TO ELECT MICHAEL ASHE","","SPRINGFIELD","MA","01103","06/09/2008","$100.00","","M7","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991547571","","","","P",
"COMMITTEE TO ELECT MICHAEL Q BELLOTTI","PERMISSIBLE FUNDS","ARLINGTON","VA","22203","12/18/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912712","","","","P",
"COMMITTEE TO ELECT MICHAEL W MORRISSEY","PERMISSIBLE FUNDS","NORTH QUINCY","MA","02171","09/30/2007","$1,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526318","","","","P",
"COMMITTEE TO ELECT MYRA TATTENBAUM","PERMISSIBLE FUNDS","WEST NEWTON","MA","02465","02/13/2008","$50.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471919","","","","P",
"COMMITTEE TO ELECT MYRA TATTENBAUM","","WEST NEWTON","MA","02465","10/30/2008","$38.00","","M11","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28993139489","","","","P",
"COMMITTEE TO ELECT RACHEL KAPRIELIAN","PERMISSIBLE FUNDS","WATERTOWN","MA","02472","10/24/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912712","","","","P",
"COMMITTEE TO ELECT RICH SZYCHOWSKI","PERMISSIBLE FUNDS","ERIE","PA","16508","04/25/2008","$500.00","","M5","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991138858","","","","P",
"COMMITTEE TO ELECT ROBERT S. CREEDON, JR","PERMISSIBLE FUNDS","BROCKTON","MA","02301","06/19/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240938","","","","P",
"COMMITTEE TO ELECT SALVATORE LAMATTINA","PERMISSIBLE FUNDS","EAST BOSTON","MA","02128","01/31/2008","$100.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978628","","","","P",
"COMMITTEE TO ELECT STEGMAN ISANDERS","PERMISSIBLE FUNDS","LAMBERTVILLE","NJ","08530","09/18/2007","$1,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526319","","","","P",
"COMMITTEE TO ELECT STEVEN A BADDOUR","REFUND THIS PERIOD","METHUEN","MA","01844","10/24/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912712","","","","P",
"COMMITTEE TO ELECT STEVEN PANAGIOTAKOS","PERMISSIBLE FUNDS","LOWELL","MA","01851","06/30/2007","$500.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240938","","","","P",
"COMMITTEE TO ELECT STEVEN PANAGIOTAKOS","REFUND THIS PERIOD","LOWELL","MA","01851","10/24/2007","$500.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912713","","","","P",
"COMMITTEE TO ELECT SUE SCHOEMEHL","PERMISSIBLE FUNDS","SAINT LOUIS","MO","63129","09/18/2007","$250.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526319","","","","P",
"COMMITTEE TO ELECT SUE TUCKER","PERMISSIBLE FUNDS","ANDOVER","MA","01810","08/13/2007","$450.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526319","","","","P",
"COMMITTEE TO ELECT THOMAS M MCDERMOTT JR","PERMISSIBLE FUNDS","HAMMOND","IN","46323","12/28/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912713","","","","P",
"COMMITTEE TO ELECT WILDES, ZISA & WILSON","PERMISSIBLE FUNDS","HACKENSACK","NJ","07601","04/15/2008","$1,000.00","","M5","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991138858","","","","P",
"COMMITTEE TO ELECT ZUGIBE DISTRICT ATTORNEY","PERMISSIBLE FUNDS","GARNERVILLE","NY","10923","05/14/2007","$500.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240938","","","","P",
"COMMITTEE TO RE-ELECT DR.W W HERENTON, MAYOR","REFUND NEXT PERIOD","MEMPHIS","TN","38101","12/06/2007","$1,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912713","","","","P",
"COMMITTEE TO RE-ELECT FREEHOLDER GANZ","PERMISSIBLE FUNDS","HACKENSACK","NJ","07601","03/18/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181716","","","","P",
"COMMITTEE TO RE-ELECT JIM CARROLL","PERMISSIBLE FUNDS","DEMAREST","NJ","07627","02/22/2008","$1,000.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471919","","","","P",
"COMMITTEE TO RE-ELECT KENNETH L ANDERSON","PERMISSIBLE FUNDS","HIGHLAND","IN","46322","01/31/2008","$1,000.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978628","","","","P",
"COMMITTEE TO RE-ELECT NYDIA M. VELAZQUEZ","","GAITHERSBURG","MD","20878","03/10/2008","$300.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181717","18K","C00271312","H2NY00010","G",
"COMMITTEE TO RE-ELECT NYDIA M. VELAZQUEZ","","GAITHERSBURG","MD","20878","03/10/2008","$2,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181717","18K","C00271312","H2NY00010","P",
"COMMITTEE TO RE-ELECT ROBERT A. ANTONIONI","PERMISSIBLE FUNDS","LEOMINSTER","MA","01453","06/19/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240939","","","","P",
"COMMITTEE TO RE-ELECT TERREZZA-CAPODICE 2006","PERMISSIBLE FUNDS","UNION","NJ","07083","06/30/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240939","","","","P",
"COMMITTEE TO REELECT CHRISTOPHER P ST. LAWRENCE","PERMISSIBLE FUNDS","SUFFERN","NY","10901","03/28/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181717","","","","P",
"COMMITTTEE TO RETAIN JUSTICE FRANK CARUSO","PERMISSIBLE FUNDS","BUFFALO","NY","14201","01/29/2008","$1,000.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978629","","","","P",
"COMMUNITY INVESTMENT DEVELOPMENT PAC","PERMISSIBLE FUNDS","HACKENSACK","NJ","07601","03/18/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181718","","","","P",
"COMPTEL PAC","","WASHINGTON","DC","20002","09/18/2007","$2,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526320","18K","C00344770","","P",
"COMPUTER SCIENCES CORPORATION POLITICAL ACTION COMMITTEE","","EL SEGUNDO","CA","90245","12/19/2007","$500.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912714","18K","C00101410","","P",
"CONNELL FOLEY PAC","","ROSELAND","NJ","07068","06/29/2007","$2,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240939","18K","C00388181","","P",
"CONNELL FOLEY PAC NJ NON PROFIT","","ROSELAND","NJ","07068","09/10/2007","$1,500.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526320","18K","C00388181","","P",
"CONSTELLATION BRANDS INC. PAC","","FAIRPORT","NY","14450","03/31/2007","$5,000.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555686","18K","C00304832","","P",
"CONSTELLATION BRANDS INC. PAC","","FAIRPORT","NY","14450","03/31/2007","$5,000.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555687","18K","C00304832","","G",
"CONSUMER ELECTRONICS ASSOCIATION PAC","","ARLINGTON","VA","22201","03/14/2007","$5,000.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555687","18K","C00375048","","P",
"COREPAC","","WASHINGTON","DC","20005","06/30/2007","$5,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240940","18K","C00033589","","P",
"COUNCIL OF SCHOOL SUPERVISORS AND","","BROOKLYN","NY","11241","03/02/2007","$1,000.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555687","18K","C00355818","","P",
"COUNCILMEMBER WENDY GREUEL'S OFFICEHOLDER COMMITTEE","PERMISSABLE FUNDS","LOS ANGELES","CA","90017","03/28/2007","$1,000.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555688","","","","P",
"COZEN O'CONNOR PAC","","PHILADELPHIA","PA","19103","06/15/2007","$5,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240940","18K","C00312777","","G",
"COZEN O'CONNOR PAC","","PHILADELPHIA","PA","19103","03/21/2007","$4,000.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555688","18K","C00312777","","P",
"CRANLEY FOR COUNCIL","PERMISSIBLE FUNDS","CINCINNATI","OH","45202","09/27/2007","$300.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526320","","","","P",
"CROWLEY FOR CONGRESS","","ELMHURST","NY","11373","03/31/2007","$2,000.00","","Q1","2007","http://docquery.fec.gov/cgi-bin/fecimg/?27931555688","18K","C00338954","H8NY07046","P",
"CRUISE LINES INTERNATIONAL ASSOCAITION POLITICAL ACTION COMMITTEE","","ARLINGTON","VA","22201","02/21/2008","$5,000.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471920","18K","C00432393","","G",
"CRUISE LINES INTERNATIONAL ASSOCAITION POLITICAL ACTION COMMITTEE","","ARLINGTON","VA","22201","12/19/2007","$5,000.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912714","18K","C00432393","","P",
"CWA COPE PCC","","WASHINGTON","DC","20001","02/29/2008","$5,000.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471920","18K","C00002089","","P",
"CWA LOCAL 1040","REFUND NEXT PERIOD","TRENTON","NJ","08618","12/28/2007","$700.00","","YE","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28931912714","","","","P",
"D.A.W.N","","SAN JOSE","CA","95150","07/14/2008","$250.00","","M8","2008","http://docquery.fec.gov/cgi-bin/fecimg/?13960789478","15","","","P",
"DAKPAC FEDERAL ACCOUNT","","WASHINGTON","DC","20005","07/02/2008","$5,000.00","","M8","2008","http://docquery.fec.gov/cgi-bin/fecimg/?13960789478","18K","C00364356","","P",
"DAN POCEK FOR MAYOR COMMITTEE","PERMISSIBLE FUNDS","BEDFORD","OH","44146","02/22/2008","$500.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471920","","","","P",
"DANPAC","","ALEXANDRIA","VA","22314","01/29/2008","$5,000.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978629","18K","C00410787","","P",
"DAVID MAYOR OF ASSEMBLY","PERMISSIBLE FUNDS","WOODBURY","NJ","08096","01/09/2008","$1,000.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978629","","","","P",
"DAVIS WRIGHT POLITICAL ACTION COMMITTEE","","WASHINGTON","DC","20005","05/11/2007","$2,300.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240940","18K","C00163238","","P",
"DE LEON CAMPAIGN COMMITTEE","PERMISSIBLE FUNDS","FORT WORTH","TX","76107","03/18/2008","$1,000.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181718","","","","P",
"DEBBIE WASSERMAN SCHULTZ FOR CONGRESS","","WESTON","FL","33326","09/19/2007","$2,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526321","18K","C00385773","H4FL20023","G",
"DEBBIE WASSERMAN SCHULTZ FOR CONGRESS","","WESTON","FL","33326","09/19/2007","$2,000.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526321","18K","C00385773","H4FL20023","P",
"DELPHI POLITICAL ACTION COMMITTEE","","TROY","MI","48098","06/30/2007","$1,000.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240941","18K","C00346130","","P",
"DEMOC PAC","","IRVINE","CA","92619","02/06/2008","$2,300.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471921","18K","C00439646","","P",
"DEMOCRATES FOR CHUCK","PERMISSIBLE FUNDS","ANNAPOLIS","MD","21401","03/18/2008","$100.00","","M4","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28991181718","","","","P",
"DEMOCRATIC ACTIVISTS FOR WOMEN NOW","PERMISSIBLE FUNDS","SAN JOSE","CA","95150","01/22/2008","$750.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978630","","","","P",
"DEMOCRATIC CLUB OF PALISADE PARK","PERMISSIBLE FUNDS","PALISADES PARK","NJ","07650","02/22/2008","$1,000.00","","M3","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28931471921","","","","P",
"DEMOCRATIC LEADERSHIP VICTORY FUND","PERMISSIBLE FUNDS","WEST WARWICK","RI","02893","06/15/2007","$500.00","","Q2","2007","http://docquery.fec.gov/cgi-bin/fecimg/?28935240941","","","","P",
"DEMOCRATS FOR CHUCK","PERMISSIBLE FUNDS","ANNAPOLIS","MD","21401","07/27/2007","$111.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526321","","","","P",
"DEMOCRATS FOR THE FUTURE","","BURLINGAME","CA","94010","08/22/2007","$2,300.00","","Q3","2007","http://docquery.fec.gov/cgi-bin/fecimg/?29932526322","18K","C00371633","","P",
"DEMOCRATS FOR THE FUTURE","","BURLINGAME","CA","94010","01/29/2008","$2,000.00","","M2","2008","http://docquery.fec.gov/cgi-bin/fecimg/?28990978630","18K","C00371633","","P",
