fec.gov
title,Two Year Summary
description,2016 Other Committees Contributions
timestamp,Mon Mar 07 05:41:55 GMT 2016
copyright,"Copyright 2012, Federal Election Commission."
cand_id,P00003392
cand_nm,CLINTON, HILLARY RODHAM
"Contributor Name","Description","City","State","Zip","Receipt Date","Amount","Memo Code","Report Type","Report Year","Image Number","Transaction Code","Other Id","Candidate Id","Transaction PGI",
"DYNAMIS INC PAC","","ARLINGTON","VA","22201","07/23/2015","$2,700.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200122","18K","C00495341","","P",
"ED CHAU FOR ASSEMBLY 2016","FEDERALLY PERMISSIBLE FUNDS","SACRAMENTO","CA","95815","10/23/2015","$500.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270769","","","","P",
"EDDIE LUCIO III CAMPAIGN ACCOUNT","FEDERALLY PERMISSIBLE FUNDS","SAN BENITO","TX","78586","09/08/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200086","","","","P",
"EDP RENEWABLES NORTH AMERICA LLC PAC","","HOUSTON","TX","77002","11/04/2015","$3,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270771","18K","C00452755","","P",
"EDPAC","","WASHINGTON","DC","20003","05/18/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611911","18K","C00467837","","P",
"EFO TROY E. SINGLETON","FEDERALLY PERMISSIBLE FUNDS","PALMYRA","NJ","08065","10/30/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270784","","","","P",
"ELECT ELLEN ROSENBLUM FOR ATTORNEY GENERAL","FEDERALLY PERMISSIBLE FUNDS","PORTLAND","OR","97242","09/22/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200109","","","","P",
"ELECTION FUND OF ASSEMBLY WOMAN LINDA STENDER","FEDERALLY PERMISSIBLE FUNDS","SCOTCH PLAINS","NJ","07076","12/10/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270803","","","","P",
"ELISSA A DAVIS CAMPAIGN FUND","FEDERALLY PERMISSIBLE FUNDS","WARREN","PA","16365","12/03/2015","$118.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270801","","","","P",
"ELLEN CORBETT FOR ATTORNEY GENERAL 2018","FEDERALLY PERMISSIBLE FUNDS","OAKLAND","CA","94618","09/30/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200124","","","","P",
"ELLIOTT NAISHTAT CAMPAIGN","FEDERALLY PERMISSIBLE FUNDS","AUSTIN","TX","78757","11/19/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270785","","","","P",
"EMILY'S LIST","","WASHINGTON","DC","20036","06/29/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611931","18K","C00193433","","P",
"ENTERPRISE HOLDINGS, INC. POLITICAL ACTION COMMITTEE","","SAINT LOUIS","MO","63105","06/29/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611930","18K","C00219642","","P",
"ENVIRONMENT AMERICA VOTER ACTION","","BOSTON","MA","02108","12/17/2015","$500.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270779","18K","C00442020","","P",
"ENVIRONMENTAL AMERICA VOTER ACTION","","BOSTON","MA","02108","09/30/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200080","18K","C00442020","","P",
"EVAN BAYH COMMITTEE","","INDIANAPOLIS","IN","46204","04/23/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611913","18K","C00306860","S8IN00049","P",
"EVERPOWER WIND HOLDING, INC. PAC","","PITTSBURGH","PA","15222","11/19/2015","$2,700.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270761","18K","C00490904","","P",
"FARRELL FOR CONGRESS","","WESTPORT","CT","06881","06/10/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611898","18K","C00413682","H4CT04098","P",
"FARRELL FOR CONGRESS","","WESTPORT","CT","06881","06/10/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611930","18K","C00413682","H4CT04098","G",
"FAVOLA FOR STATE SENATE","FEDERALLY PERMISSIBLE FUNDS","ARLINGTON","VA","22201","08/04/2015","$500.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200082","","","","P",
"FEARLESS PAC","","BOULDER","CO","80306","06/19/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611919","18K","C00540955","","P",
"FOLLOW THE NORTH STAR FUND","","MINNEAPOLIS","MN","55414","12/31/2015","$1,800.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270802","18K","C00431874","","P",
"FOLLOW THE NORTH STAR FUND","","MINNEAPOLIS","MN","55414","06/29/2015","$2,700.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611903","18K","C00431874","","P",
"FOLLOW THE NORTH STAR FUND","","MINNEAPOLIS","MN","55414","09/04/2015","$2,300.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200084","18K","C00431874","","P",
"FOLLOW THE NORTH STAR FUND","","MINNEAPOLIS","MN","55414","09/04/2015","$700.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200087","18K","C00431874","","G",
"FOLLOW THE NORTH STAR FUND","","MINNEAPOLIS","MN","55414","09/04/2015","$2,500.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200095","18K","C00431874","","G",
"FORWARD TOGETHER PAC","","ALEXANDRIA","VA","22314","07/06/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200080","18K","C00412791","","P",
"FRIENDS FOR ED STANTON","FEDERALLY PERMISSIBLE FUNDS","MEMPHIS","TN","38186","08/27/2015","$250.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200120","","","","P",
"FRIENDS FOR JIM MCDERMOTT","","SEATTLE","WA","98111","09/30/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200118","18K","C00223073","","P",
"FRIENDS FOR JOE SPANIK","FEDERALLY PERMISSIBLE FUNDS","ALIQUIPPA","PA","15001","08/27/2015","$500.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200083","","","","P",
"FRIENDS FOR NELSON W. WOLFF","FEDERALLY PERMISSIBLE FUNDS","BURNET","TX","78611","06/08/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611901","","","","P",
"FRIENDS OF ANEY PAUL","FEDERALLY PERMISSIBLE FUNDS","NANUET","NY","10954","09/29/2015","$500.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200112","","","","P",
"FRIENDS OF ANTHONY M. MASIELLO","FEDERALLY PERMISSIBLE FUNDS","BUFFALO","NY","14216","05/27/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611895","","","","P",
"FRIENDS OF AYANNA PRESSLEY","FEDERALLY PERMISSIBLE FUNDS","PATTERSONVILLE","NY","12137","10/19/2015","$500.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270778","","","","P",
"FRIENDS OF BARBARA HAFER","FEDERALLY PERMISSIBLE FUNDS","INDIANA","PA","15701","08/20/2015","$250.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200105","","","","P",
"FRIENDS OF BRIDGET FLEMING","FEDERALLY PERMISSIBLE FUNDS","SAG HARBOR","NY","11963","08/24/2015","$500.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200084","","","","P",
"FRIENDS OF CAROLYN MCCARTHY","","MINEOLA","NY","11501","05/21/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611915","18K","C00318931","H6NY04112","P",
"FRIENDS OF CAROLYN MCCARTHY","","MINEOLA","NY","11501","05/21/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611920","18K","C00318931","H6NY04112","G",
"FRIENDS OF CATHERINE BORGIA","FEDERALLY PERMISSIBLE FUNDS","CROTON ON HUDSON","NY","10520","11/10/2015","$250.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270790","","","","P",
"FRIENDS OF CHRIS DODD","","ARLINGTON","VA","22207","12/21/2015","$2,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270783","18K","C00347310","S0CT00037","P",
"FRIENDS OF CHRIS DODD","","ARLINGTON","VA","22207","12/21/2015","$2,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270789","18K","C00347310","S0CT00037","P",
"FRIENDS OF CHRIS MURPHY","","CHESHIRE","CT","06410","06/08/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611903","18K","C00492645","S2CT00132","P",
"FRIENDS OF CHRISTOPHER SCANLON","FEDERALLY PERMISSIBLE FUNDS","BUFFALO","NY","14220","11/13/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270796","","","","P",
"FRIENDS OF CLARENCE LAM","FEDERALLY PERMISSIBLE FUNDS","COLUMBIA","MD","21044","12/14/2015","$500.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270778","","","","P",
"FRIENDS OF COURTNEY WATSON","FEDERALLY PERMISSIBLE FUNDS","ELLICOTT CITY","MD","21041","11/30/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270796","","","","P",
"FRIENDS OF CRYSTAL PEOPLES-STOKES","FEDERALLY PERMISSIBLE FUNDS","BUFFALO","NY","14215","05/27/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611910","","","","P",
"FRIENDS OF DAN GILMAN","FEDERALLY PERMISSIBLE FUNDS","PITTSBURGH","PA","15213","12/16/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270800","","","","P",
"FRIENDS OF DAVID ADELMAN","FEDERALLY PERMISSIBLE FUNDS","ATLANTA","GA","30308","10/27/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270765","","","","P",
"FRIENDS OF DAVID LELAND","FEDERALLY PERMISSIBLE FUNDS","COLUMBUS","OH","43215","09/15/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200079","","","","P",
"FRIENDS OF DAVID WEPRIN","FEDERALLY PERMISSIBLE FUNDS","NEW YORK","","","12/14/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270793","","","","P",
"FRIENDS OF DEBORAH RUGGIERO","FEDERALLY PERMISSIBLE FUNDS","JAMESTOWN","RI","02835","06/15/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611930","","","","P",
"FRIENDS OF DIANE","FEDERALLY PERMISSIBLE FUNDS","BUFFALO","NY","14227","11/13/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270770","","","","P",
"FRIENDS OF DONA BRADY","FEDERALLY PERMISSIBLE FUNDS","CLEVELAND","OH","44102","07/24/2015","$100.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200087","","","","P",
"FRIENDS OF ED PAWLOWSKI","FEDERALLY PERMISSIBLE FUNDS; REFUNDED 7/8/15","ALLENTOWN","PA","18101","05/05/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611916","","","","P",
"FRIENDS OF ELLEN JAFFEE, ASSEMBLY","FEDERALLY PERMISSIBLE FUNDS","SUFFERN","NY","10901","09/29/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200108","","","","P",
"FRIENDS OF GUY GUZZONE","FEDERALLY PERMISSIBLE FUNDS","COLUMBIA","MD","21046","11/30/2015","$999.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270797","","","","P",
"FRIENDS OF HARRIET CORNELL","FEDERALLY PERMISSIBLE FUNDS","WEST NYACK","NY","10994","09/29/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200120","","","","P",
"FRIENDS OF JAMES DIOSSA","FEDERALLY PERMISSIBLE FUNDS","CENTRAL FALLS","RI","02863","06/22/2015","$500.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611890","","","","P",
"FRIENDS OF JARED POLIS COMMITTEE","* IN-KIND: REGISTRATION FEE","BOULDER","CO","80306","06/08/2015","$600.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611910","15Z","C00435370","H8CO02137","P",
"FRIENDS OF JARED POLIS COMMITTEE","","BOULDER","CO","80306","08/11/2015","$1,400.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200093","18K","C00435370","H8CO02137","P",
"FRIENDS OF JASON ZONA","FEDERALLY PERMISSIBLE FUNDS","NIAGARA FALLS","NY","14305","11/13/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270771","","","","P",
"FRIENDS OF JOE SCHIAVONI FOR STATE SENATE","FEDERALLY PERMISSIBLE FUNDS","YOUNGSTOWN","OH","44515","09/15/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200109","","","","P",
"FRIENDS OF JOHN LAFALCE","","TONAWANDA","NY","14150","11/13/2015","$2,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270780","18K","C00025379","H6NY36015","P",
"FRIENDS OF JOHN SARBANES","","BALTIMORE","MD","21285","01/26/2016","$2,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569189","18K","C00415182","H6MD03292","P",
"FRIENDS OF JOHN TANNER","","UNION CITY","TN","38281","12/03/2015","$2,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270774","18K","C00223230","H8TN08033","P",
"FRIENDS OF JUDGE ALICE BECK DUBROW","FEDERALLY PERMISSIBLE FUNDS","PHILADELPHIA","PA","19103","08/11/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200110","","","","P",
"FRIENDS OF JUDY MORGAN","FEDERALLY PERMISSIBLE FUNDS","KANSAS CITY","MO","64109","07/06/2015","$500.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200079","","","","P",
"FRIENDS OF KEVIN MALECEK","FEDERALLY PERMISSIBLE FUNDS","WILLOUGHBY HILLS","OH","44092","11/30/2015","$500.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270775","","","","P",
"FRIENDS OF KEVIN MALECEK","FEDERALLY PERMISSIBLE FUNDS","WILLOUGHBY HILLS","OH","44092","09/02/2015","$500.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200110","","","","P",
"FRIENDS OF KEVIN MCMANUS","FEDERALLY PERMISSIBLE FUNDS","KANSAS CITY","MO","64145","07/06/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200083","","","","P",
"FRIENDS OF MARIA","","SEATTLE","WA","98111","07/13/2015","$2,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200081","18K","C00349506","S8WA00194","P",
"FRIENDS OF MARK POLONCARZ","FEDERALLY PERMISSIBLE FUNDS","BUFFALO","NY","14201","05/27/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611907","","","","P",
"FRIENDS OF MARK SCHROEDER","FEDERALLY PERMISSIBLE FUNDS","BUFFALO","NY","14220","05/27/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611933","","","","P",
"FRIENDS OF MARY LANDRIEU","","WASHINGTON","DC","20005","09/24/2015","$2,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200106","18K","C00325126","","P",
"FRIENDS OF MARY LANDRIEU","","WASHINGTON","DC","20005","09/24/2015","$2,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200111","18K","C00325126","","G",
"FRIENDS OF MARYJANE SHIMSKY","FEDERALLY PERMISSIBLE FUNDS","HASTINGS ON HUDSON","NY","10706","11/10/2015","$250.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270786","","","","P",
"FRIENDS OF MATT PATTEN","FEDERALLY PERMISSIBLE FUNDS","STRONGSVILLE","OH","44136","01/14/2016","$1,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569195","","","","P",
"FRIENDS OF MICHELLE","","ALBUQUERQUE","NM","87107","04/27/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611929","18K","C00501254","H8NM01257","P",
"FRIENDS OF MO","FEDERALLY PERMISSIBLE FUNDS","PARK RIDGE","IL","60068","04/30/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611908","","","","P",
"FRIENDS OF NICK MATTIELLO","FEDERALLY PERMISSIBLE FUNDS","CRANSTON","RI","02921","07/08/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200093","","","","P",
"FRIENDS OF NICKIE J. ANTONIO","FEDERALLY PERMISSIBLE FUNDS","LAKEWOOD","OH","44107","10/26/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270781","","","","P",
"FRIENDS OF PAUL PIPERATO","FEDERALLY PERMISSIBLE FUNDS","THIELLS","NY","10984","09/29/2015","$500.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200104","","","","P",
"FRIENDS OF PETER SAVAGE III","FEDERALLY PERMISSIBLE FUNDS","BUFFALO","NY","14201","11/13/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270766","","","","P",
"FRIENDS OF PHLUNTE RIDDLE FOR STATE SENATE 2016","FEDERALLY PERMISSIBLE FUNDS","SACRAMENTO","CA","95814","11/12/2015","$500.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270790","","","","P",
"FRIENDS OF RAYSA CASTILLO","FEDERALLY PERMISSIBLE FUNDS","BRONX","NY","10467","06/30/2015","$1,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611900","","","","P",
"FRIENDS OF RICH FITZGERALD","FEDERALLY PERMISSIBLE FUNDS","PITTSBURGH","PA","15217","08/17/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200090","","","","P",
"FRIENDS OF ROB KAHL","FEDERALLY PERMISSIBLE FUNDS","MONONA","WI","53716","11/30/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270762","","","","P",
"FRIENDS OF ROBERT WITTENBERG","FEDERALLY PERMISSIBLE FUNDS","OAK PARK","MI","48237","01/19/2016","$100.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569186","","","","P",
"FRIENDS OF ROSA DELAURO","","NEW HAVEN","CT","06510","06/10/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611895","18K","C00238865","H0CT03072","P",
"FRIENDS OF SAM TERESI","FEDERALLY PERMISSIBLE FUNDS","JAMESTOWN","NY","14702","11/13/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270761","","","","P",
"FRIENDS OF SENATOR JOHN BLAKE","FEDERALLY PERMISSIBLE FUNDS","SCRANTON","PA","18503","08/03/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200117","","","","P",
"FRIENDS OF STEPHANIE HAUSNER","FEDERALLY PERMISSIBLE FUNDS","NEW CITY","NY","10956","09/29/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200092","","","","P",
"FRIENDS OF TARRYL CLARK 2012","","DULUTH","MN","55801","06/29/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611924","18K","C00496513","H0MN06127","P",
"FRIENDS OF TARRYL CLARK 2012","","DULUTH","MN","55801","06/29/2015","$700.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611927","18K","C00496513","H0MN06127","G",
"FRIENDS OF TIMOTHY HOGUES","FEDERALLY PERMISSIBLE FUNDS","BUFFALO","NY","14204","11/13/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270804","","","","P",
"FRIENDS OF VERLINA REYNOLDS-JACKSON","","TRENTON","NJ","08609","07/20/2015","$50.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200078","","","","P",
"FRIENDS OF WARREN C EVANS","FEDERALLY PERMISSIBLE FUNDS","DETROIT","MI","48226","01/19/2016","$1,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569190","","","","P",
"FUND FOR THE MAJORITY","","WASHINGTON","DC","20003","09/29/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200115","18K","C00433219","","P",
"G PAC","","LOUISVILLE","KY","40204","12/07/2015","$2,700.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270801","18K","C00558734","","P",
"GENE GREEN CONGRESSIONAL CAMPAIGN","","HOUSTON","TX","77222","06/08/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611906","18K","C00254185","H2TX29030","P",
"GINA PAC","FEDERALLY PERMISSIBLE FUNDS","RUMFORD","RI","02916","07/01/2015","$1,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200094","","","","P",
"GRASSROOTS ORGANIZING ACTING & LEADING PAC (GOALPAC)","","BETHESDA","MD","20824","08/18/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200103","18K","C00381996","","P",
"GREAT LAKES PAC","","WASHINGTON","DC","20005","06/29/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611906","18K","C00375584","","P",
"GREAT LAKES PAC","","WASHINGTON","DC","20005","06/29/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611915","18K","C00375584","","G",
"GROWTH ENERGY PAC","","WASHINGTON","DC","20002","07/27/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200121","18K","C00475665","","P",
"HANS LIANG FOR CITY COUNCIL 2013","FEDERALLY PERMISSIBLE FUNDS","MONTEREY PARK","CA","91754","12/21/2015","$200.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270792","","","","P",
"HARRISON FOR LAKEWOOD","FEDERALLY PERMISSIBLE FUNDS","LAKEWOOD","NJ","08701","12/31/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270764","","","","P",
"HENSON FOR SENATE","FEDERALLY PERMISSIBLE FUNDS","TUCKER","GA","30084","10/07/2015","$1,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270802","","","","P",
"HF RESPONSIBILITY FUND","","NEW YORK","NY","10016","12/14/2015","$2,700.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270808","18K","C00466334","","P",
"HF RESPONSIBILITY FUND","","NEW YORK","NY","10016","01/19/2016","$2,700.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569197","18K","C00466334","","P",
"HIGHMARK PAC","","CAMP HILL","PA","17011","07/29/2015","$2,700.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200119","18K","C00302844","","P",
"HILLSBOROUGH COUNTY YOUNG DEMOCRATS","FEDERALLY PERMISSIBLE FUNDS","TAMPA","FL","33680","06/24/2015","$500.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611907","","","","P",
"HIMES FOR CONGRESS","","FAIRFIELD","CT","06824","06/17/2015","$2,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611905","18K","C00434191","H8CT04172","P",
"HODGE FOR HARBOR COMMISSIONER","FEDERALLY PERMISSIBLE FUNDS","SACRAMENTO","CA","95864","05/08/2015","$999.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611925","","","","P",
"HOLD THE CENTER PAC","","WASHINGTON","DC","20005","09/24/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200111","18K","C00405290","","P",
"HOLDING ONTO OREGON'S PRIORITIES","","PORTLAND","OR","97208","08/20/2015","$5,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200096","18K","C00392738","","P",
"HOOSIERS FIRST PAC","","INDIANAPOLIS","IN","46206","12/18/2015","$5,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270789","18K","C00492082","","P",
"HOUSE MAJORITY FUND","","GAITHERSBURG","MD","20878","01/25/2016","$2,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569194","18K","C00321596","","P",
"HUDSON VALLEY PAC","","NEWBURGH","NY","12551","07/13/2015","$2,700.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512149004200104","18K","C00549014","","P",
"HUSKY PAC","","WASHINGTON","DC","20003","10/16/2015","$2,700.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270770","18K","C00464727","","P",
"I-PAC","","ALEXANDRIA","VA","22302","12/28/2015","$2,700.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270809","18K","C00455840","","P",
"IMPACT","","NEW YORK","NY","10016","06/25/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611901","18K","C00348607","","P",
"INDIVIDUALS DEDICATED TO IDEAS AND SCIENCE PAC","","DENVER","CO","80204","05/05/2015","$5,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201509039001611910","18K","C00380675","","P",
"INTERDIGITAL, INC. PAC","","WILMINGTON","DE","19809","01/12/2016","$5,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008569192","18K","C00400333","","P",
"INTERNATIONAL ASSOC. OF HEAT & FROST INSULATORS & ASBESTOS WORKERS LOCAL #12 FEDERAL PAC","","ASTORIA","NY","11106","12/11/2015","$2,700.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005270781","18K","C00398040","","P",
